name,discipline,link
NOC:Advanced Graph Theory,Computer Science And Engineering,https://nptel.ac.in/courses/106104170
NOC:Big Data Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106104189
NOC:Introduction To Blockchain Technology And Applications,Computer Science And Engineering,https://nptel.ac.in/courses/106104220
NOC:Arithmetic Circuit Complexity,Computer Science And Engineering,https://nptel.ac.in/courses/106104221
NOC:Computational Complexity Theory,Computer Science And Engineering,https://nptel.ac.in/courses/106104227
NOC:Randomized Methods In Complexity,Computer Science And Engineering,https://nptel.ac.in/courses/106104228
Cryptography And Network Security,Computer Science And Engineering,https://nptel.ac.in/courses/106105031
Digital Image Processing,Computer Science And Engineering,https://nptel.ac.in/courses/106105032
High Performance Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106105033
Low Power VLSI Circuits & Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106105034
Real Time Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106105036
Artificial Intelligence,Computer Science And Engineering,https://nptel.ac.in/courses/106105077
Artificial Intelligence,Computer Science And Engineering,https://nptel.ac.in/courses/106105078
Artificial Intelligence(Prof.P.Dasgupta),Computer Science And Engineering,https://nptel.ac.in/courses/106105079
Computer Networks,Computer Science And Engineering,https://nptel.ac.in/courses/106105080
Computer Networks,Computer Science And Engineering,https://nptel.ac.in/courses/106105081
Data Communication,Computer Science And Engineering,https://nptel.ac.in/courses/106105082
Electronic Design Automation,Computer Science And Engineering,https://nptel.ac.in/courses/106105083
Internet Technology,Computer Science And Engineering,https://nptel.ac.in/courses/106105084
Programming And Data Structure,Computer Science And Engineering,https://nptel.ac.in/courses/106105085
Real Time Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106105086
Software Engineering,Computer Science And Engineering,https://nptel.ac.in/courses/106105087
NOC:Programming In C++,Computer Science And Engineering,https://nptel.ac.in/courses/106105151
NOC:Introduction To Machine Learning,Computer Science And Engineering,https://nptel.ac.in/courses/106105152
NOC:Object-Oriented Analysis And Design,Computer Science And Engineering,https://nptel.ac.in/courses/106105153
NOC:Complex Network : Theory And Application,Computer Science And Engineering,https://nptel.ac.in/courses/106105154
NOC:Wireless Ad Hoc And Sensor Networks,Computer Science And Engineering,https://nptel.ac.in/courses/106105160
NOC:VLSI Physical Design,Computer Science And Engineering,https://nptel.ac.in/courses/106105161
NOC:Cryptography And Network Security,Computer Science And Engineering,https://nptel.ac.in/courses/106105162
NOC:Computer Architecture And Organization,Computer Science And Engineering,https://nptel.ac.in/courses/106105163
NOC:Introduction To Algorithms And Analysis,Computer Science And Engineering,https://nptel.ac.in/courses/106105164
NOC:Hardware Modeling Using Verilog,Computer Science And Engineering,https://nptel.ac.in/courses/106105165
NOC:Real Time Operating System,Computer Science And Engineering,https://nptel.ac.in/courses/106105172
NOC:Software Engineering,Computer Science And Engineering,https://nptel.ac.in/courses/106105182
NOC:Blockchain Architecture Design And Use Cases,Computer Science And Engineering,https://nptel.ac.in/courses/106105184
NOC:Scalable Data Science,Computer Science And Engineering,https://nptel.ac.in/courses/106105186
NOC:Discrete Structures,Computer Science And Engineering,https://nptel.ac.in/courses/106105192
NOC:Hardware Security,Computer Science And Engineering,https://nptel.ac.in/courses/106105194
NOC:Operating System Fundamentals,Computer Science And Engineering,https://nptel.ac.in/courses/106105214
NOC:Computer Vision,Computer Science And Engineering,https://nptel.ac.in/courses/106105216
NOC:Ethical Hacking,Computer Science And Engineering,https://nptel.ac.in/courses/106105217
NOC:Software Project Management,Computer Science And Engineering,https://nptel.ac.in/courses/106105218
NOC:Spatial Innformatics,Computer Science And Engineering,https://nptel.ac.in/courses/106105219
NOC:Google Cloud Computing Foundation Course,Computer Science And Engineering,https://nptel.ac.in/courses/106105223
NOC:Data Structure And Algorithms Using Java,Computer Science And Engineering,https://nptel.ac.in/courses/106105225
NOC:Real-Time Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106105229
NOC:Algorithms For Protein Modelling And Engineering,Computer Science And Engineering,https://nptel.ac.in/courses/106105230
NOC:Algorithmic Game Theory,Computer Science And Engineering,https://nptel.ac.in/courses/106105237
NOC:Machine Learning For Earth System Sciences,Computer Science And Engineering,https://nptel.ac.in/courses/106105238
NOC:Statistical Learning For Reliability Analysis,Computer Science And Engineering,https://nptel.ac.in/courses/106105239
NOC:Foundations And Applications Of Machine Learning (Bengali),Computer Science And Engineering,https://nptel.ac.in/courses/106105247
Pattern Recognition,Computer Science And Engineering,https://nptel.ac.in/courses/106106046
Performance Evaluation Of Computer Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106106048
"Theory Of Automata, Formal Languages And Computation",Computer Science And Engineering,https://nptel.ac.in/courses/106106049
CAD For VLSI Design I,Computer Science And Engineering,https://nptel.ac.in/courses/106106088
CAD For VLSI Design II,Computer Science And Engineering,https://nptel.ac.in/courses/106106089
Computer Graphics,Computer Science And Engineering,https://nptel.ac.in/courses/106106090
Computer Networks,Computer Science And Engineering,https://nptel.ac.in/courses/106106091
Computer Organization,Computer Science And Engineering,https://nptel.ac.in/courses/106106092
Database Design,Computer Science And Engineering,https://nptel.ac.in/courses/106106093
Discrete Mathematical Structures,Computer Science And Engineering,https://nptel.ac.in/courses/106106094
Introduction To Database Systems And Design,Computer Science And Engineering,https://nptel.ac.in/courses/106106095
Principles Of Communication,Computer Science And Engineering,https://nptel.ac.in/courses/106106097
Distributed Computing Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106106107
Parallel Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106106112
Artificial Intelligence: Search Methods For Problem Solving,Computer Science And Engineering,https://nptel.ac.in/courses/106106126
"NOC:Programming, Data Structures And Algorithms",Computer Science And Engineering,https://nptel.ac.in/courses/106106127
NOC:Introduction To Information Security I,Computer Science And Engineering,https://nptel.ac.in/courses/106106129
NOC:Programming And Data Structures (PDS),Computer Science And Engineering,https://nptel.ac.in/courses/106106130
"NOC:2016: Programming, Data Structures And Algorithms",Computer Science And Engineering,https://nptel.ac.in/courses/106106133
NOC:Computer Architecture(Course Sponsored By Aricent),Computer Science And Engineering,https://nptel.ac.in/courses/106106134
NOC:Model Checking,Computer Science And Engineering,https://nptel.ac.in/courses/106106136
Introduction To Haskell Programming,Computer Science And Engineering,https://nptel.ac.in/courses/106106137
Virtual Reality,Computer Science And Engineering,https://nptel.ac.in/courses/106106138
NOC:Information Security - II(Course Sponsored By Aricent),Computer Science And Engineering,https://nptel.ac.in/courses/106106141
NOC:Algorithms For Big Data,Computer Science And Engineering,https://nptel.ac.in/courses/106106142
NOC:Introduction To Operating Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106106144
NOC:Mobile Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106106147
NOC:Introduction To Modern Application Development,Computer Science And Engineering,https://nptel.ac.in/courses/106106156
NOC:Information Security-3,Computer Science And Engineering,https://nptel.ac.in/courses/106106157
NOC:Computer Organization And Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106106166
NOC:Distributed Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106106168
NOC:An Introduction To Probability In Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106106176
NOC:Introduction To Human Computer Interaction,Computer Science And Engineering,https://nptel.ac.in/courses/106106177
NOC:Information Security - IV,Computer Science And Engineering,https://nptel.ac.in/courses/106106178
NOC:Foundations To Computer Systems Design,Computer Science And Engineering,https://nptel.ac.in/courses/106106197
NOC:Multimodal Interaction,Computer Science And Engineering,https://nptel.ac.in/courses/106106200
NOC:Deep Learning - Part 2,Computer Science And Engineering,https://nptel.ac.in/courses/106106201
NOC:C Programming And Assembly Language,Computer Science And Engineering,https://nptel.ac.in/courses/106106210
NOC:Applied Natural Language Processing,Computer Science And Engineering,https://nptel.ac.in/courses/106106211
NOC:Practical Machine Learning With Tensorflow,Computer Science And Engineering,https://nptel.ac.in/courses/106106213
NOC:Innovation By Design,Engineering Design,https://nptel.ac.in/courses/107101086
NOC:Understanding Design,Engineering Design,https://nptel.ac.in/courses/107101087
"NOC:Design, Technology And Innovation",Engineering Design,https://nptel.ac.in/courses/107101088
NOC:Understanding Ethnography,Engineering Design,https://nptel.ac.in/courses/107101091
NOC:Understanding Incubation And Entrepreneurship,Engineering Design,https://nptel.ac.in/courses/107101092
NOC:Fundamentals Of Automotive Systems,Engineering Design,https://nptel.ac.in/courses/107106088
Visual Communication,Engineering Design,https://nptel.ac.in/courses/107101001
Design Fundamentals,Engineering Design,https://nptel.ac.in/courses/107103002
Ergonomics For Beginners: Industrial Design Perspective,Engineering Design,https://nptel.ac.in/courses/107103004
Design For Manufacture And Assembly(DFMA),Engineering Design,https://nptel.ac.in/courses/107103012
NOC:System Design For Sustainability,Engineering Design,https://nptel.ac.in/courses/107103081
NOC:Product Design And Innovation,Engineering Design,https://nptel.ac.in/courses/107103082
NOC:Interaction Design,Engineering Design,https://nptel.ac.in/courses/107103083
NOC:Ergonomics In Automotive Design,Engineering Design,https://nptel.ac.in/courses/107103084
NOC:Ergonomics Workplace Analysis,Engineering Design,https://nptel.ac.in/courses/107103085
NOC:Ergonomics Research Techniques,Engineering Design,https://nptel.ac.in/courses/107103093
Design Paradigm: Source Of Innovation & Invention,Engineering Design,https://nptel.ac.in/courses/107104076
Design Philosophy & History,Engineering Design,https://nptel.ac.in/courses/107104078
NOC:Geographic Information System,Engineering Design,https://nptel.ac.in/courses/107105088
Principles Of Engineering System Design,Engineering Design,https://nptel.ac.in/courses/107106009
Vehicle Dynamics,Engineering Design,https://nptel.ac.in/courses/107106080
NOC:Control Systems,Engineering Design,https://nptel.ac.in/courses/107106081
NOC:Functional And Conceptual Design,Engineering Design,https://nptel.ac.in/courses/107106089
NOC:Introduction To Robotics,Engineering Design,https://nptel.ac.in/courses/107106090
Creative Engineering Design,Engineering Design,https://nptel.ac.in/courses/107108010
Methodology For Design Research,Engineering Design,https://nptel.ac.in/courses/107108011
Color In Design,Engineering Design,https://nptel.ac.in/courses/109104075
NOC:Analog Circuits,Electrical Engineering,https://nptel.ac.in/courses/108101094
NOC:Fundamental Of Power Electronics,Electrical Engineering,https://nptel.ac.in/courses/108101126
NOC:Digital Signal Processing And Its Applications,Electrical Engineering,https://nptel.ac.in/courses/108101174
Applied Linear Algebra,Electrical Engineering,https://nptel.ac.in/courses/108101371
Digital Communication Using GNU Radio,Electrical Engineering,https://nptel.ac.in/courses/108101373
NOC:Nonlinear And Adaptive Control,Electrical Engineering,https://nptel.ac.in/courses/108102113
NOC:Principles Of Digital Communications,Electrical Engineering,https://nptel.ac.in/courses/108102120
NOC:Electric Vehicles - Part 1,Electrical Engineering,https://nptel.ac.in/courses/108102121
NOC:Introduction To Embedded System Design,Electrical Engineering,https://nptel.ac.in/courses/108102169
NOC:Power Quality,Electrical Engineering,https://nptel.ac.in/courses/108102179
Computer-Aided Design Of Electrical Machines,Electrical Engineering,https://nptel.ac.in/courses/108102372
